target_id,condition,repetition,selected_record_run_id,terminal_reason,step_count,invalid_action_count,failure_category,failure_subcategory,first_irreversible_step,first_irreversible_action,ingredient,observed_operation,expected_next_operation
cookingworld:test:53946,N,2,p8-t0406-arm_3-r02,environment_done,6,0,operation_to_ingredient_error,wrong_operation_for_ingredient,6,cook red onion in stove,red onion,fry,grill
cookingworld:test:53035,N,2,p8-t0347-arm_3-r02,environment_done,8,0,operation_to_ingredient_error,wrong_operation_for_ingredient,8,cook yellow bell pepper in stove,yellow bell pepper,fry,grill
cookingworld:test:53317,R,2,p8-t0344-arm_4-r02,environment_done,12,0,operation_to_ingredient_error,wrong_operation_for_ingredient,12,cook purple potato in oven,purple potato,roast,grill
cookingworld:test:53427,D,2,p8-t0209-arm_1-r02,environment_done,12,0,operation_to_ingredient_error,wrong_operation_for_ingredient,12,cook orange bell pepper in barbeque,orange bell pepper,grill,fry
cookingworld:test:52676,R,2,p8-t0120-arm_4-r02,environment_done,9,0,operation_to_ingredient_error,wrong_operation_for_ingredient,9,cook red onion in barbeque,red onion,grill,roast
cookingworld:test:52730,H,2,p8-t0034-arm_2-r02,environment_done,12,0,operation_to_ingredient_error,wrong_operation_for_ingredient,12,cook orange bell pepper in barbeque,orange bell pepper,grill,fry
cookingworld:test:52328,N,2,p8-t0103-arm_3-r02,environment_done,9,0,operation_to_ingredient_error,wrong_operation_for_ingredient,9,cook pork chop in oven,pork chop,roast,grill
cookingworld:test:53123,R,2,p8-t0260-arm_4-r02,environment_done,9,0,operation_to_ingredient_error,wrong_operation_for_ingredient,9,cook orange bell pepper in barbeque,orange bell pepper,grill,roast
cookingworld:test:53690,D,2,p8-t0485-arm_1-r02,environment_done,13,0,operation_to_ingredient_error,wrong_operation_for_ingredient,13,cook yellow potato in barbeque,yellow potato,grill,roast
cookingworld:test:52681,N,2,p8-t0179-arm_3-r02,environment_done,11,0,operation_to_ingredient_error,wrong_operation_for_ingredient,11,cook orange bell pepper in stove,orange bell pepper,fry,grill
cookingworld:test:53186,D,2,p8-t0437-arm_1-r02,environment_done,11,0,operation_to_ingredient_error,wrong_operation_for_ingredient,11,cook orange bell pepper in barbeque,orange bell pepper,grill,roast
cookingworld:test:52799,N,2,p8-t0395-arm_3-r02,environment_done,5,0,operation_to_ingredient_error,wrong_operation_for_ingredient,5,cook red potato in oven,red potato,roast,grill
cookingworld:test:52338,R,2,p8-t0504-arm_4-r02,environment_done,6,0,operation_to_ingredient_error,wrong_operation_for_ingredient,6,cook purple potato in stove,purple potato,fry,grill
cookingworld:test:53079,D,2,p8-t0489-arm_1-r02,environment_done,10,0,operation_to_ingredient_error,wrong_operation_for_ingredient,10,cook red onion in oven,red onion,roast,grill
cookingworld:test:52410,N,2,p8-t0007-arm_3-r02,environment_done,6,0,operation_to_ingredient_error,wrong_operation_for_ingredient,6,cook red apple in stove,red apple,fry,grill
cookingworld:test:53187,D,2,p8-t0021-arm_1-r02,environment_done,10,0,operation_to_ingredient_error,wrong_operation_for_ingredient,10,cook red apple in barbeque,red apple,grill,roast
cookingworld:test:53786,H,2,p8-t0006-arm_2-r02,environment_done,10,0,operation_to_ingredient_error,wrong_operation_for_ingredient,10,cook red hot pepper in barbeque,red hot pepper,grill,fry
cookingworld:test:53585,N,2,p8-t0139-arm_3-r02,environment_done,6,0,operation_to_ingredient_error,wrong_operation_for_ingredient,6,cook red onion in oven,red onion,roast,grill
cookingworld:test:53406,H,2,p8-t0066-arm_2-r02,environment_done,11,0,operation_to_ingredient_error,wrong_operation_for_ingredient,11,cook purple potato in barbeque,purple potato,grill,roast
cookingworld:test:52890,H,2,p8-t0350-arm_2-r02,environment_done,8,0,operation_to_ingredient_error,wrong_operation_for_ingredient,8,cook red potato in barbeque,red potato,grill,roast
cookingworld:test:52473,R,2,p8-t0132-arm_4-r02,environment_done,6,0,operation_to_ingredient_error,wrong_operation_for_ingredient,6,cook block of cheese in barbeque,block of cheese,grill,roast
cookingworld:test:53468,N,2,p8-t0055-arm_3-r02,environment_done,9,0,operation_to_ingredient_error,wrong_operation_for_ingredient,9,cook red hot pepper in stove,red hot pepper,fry,grill
cookingworld:test:52835,H,2,p8-t0410-arm_2-r02,environment_done,13,0,operation_to_ingredient_error,wrong_operation_for_ingredient,13,cook yellow potato in barbeque,yellow potato,grill,roast
cookingworld:test:53210,R,2,p8-t0268-arm_4-r02,environment_done,12,0,operation_to_ingredient_error,wrong_operation_for_ingredient,12,cook red onion in barbeque,red onion,grill,roast
cookingworld:test:53366,N,2,p8-t0575-arm_3-r02,environment_done,7,0,operation_to_ingredient_error,wrong_operation_for_ingredient,7,cook red potato in stove,red potato,fry,grill
cookingworld:test:52645,N,2,p8-t0443-arm_3-r02,environment_done,14,0,premature_ingredient_consumption,ingredient_eaten_before_meal_completion,14,eat orange bell pepper,orange bell pepper,,
cookingworld:test:53772,D,2,p8-t0245-arm_1-r02,environment_done,13,0,operation_to_ingredient_error,wrong_operation_for_ingredient,13,cook chicken wing in barbeque,chicken wing,grill,fry
cookingworld:test:52581,D,2,p8-t0205-arm_1-r02,environment_done,10,0,operation_to_ingredient_error,wrong_operation_for_ingredient,10,cook red hot pepper in barbeque,red hot pepper,grill,fry
cookingworld:test:52603,R,2,p8-t0424-arm_4-r02,environment_done,13,0,operation_to_ingredient_error,wrong_operation_for_ingredient,13,cook yellow potato in barbeque,yellow potato,grill,fry
cookingworld:test:53299,N,2,p8-t0451-arm_3-r02,environment_done,12,0,operation_to_ingredient_error,wrong_operation_for_ingredient,12,cook pork chop in stove,pork chop,fry,grill
cookingworld:test:53312,H,2,p8-t0230-arm_2-r02,environment_done,13,0,operation_to_ingredient_error,wrong_operation_for_ingredient,13,cook red hot pepper in barbeque,red hot pepper,grill,fry
cookingworld:test:53632,N,2,p8-t0407-arm_3-r02,environment_done,8,0,operation_to_ingredient_error,wrong_operation_for_ingredient,8,cook pork chop in stove,pork chop,fry,grill
cookingworld:test:52962,R,2,p8-t0184-arm_4-r02,environment_done,9,0,operation_to_ingredient_error,wrong_operation_for_ingredient,9,cook red potato in barbeque,red potato,grill,roast
cookingworld:test:53940,N,2,p8-t0535-arm_3-r02,environment_done,14,0,operation_to_ingredient_error,wrong_operation_for_ingredient,14,cook block of cheese in barbeque,block of cheese,grill,fry
cookingworld:test:52615,D,2,p8-t0373-arm_1-r02,environment_done,12,0,operation_to_ingredient_error,wrong_operation_for_ingredient,12,cook red apple in barbeque,red apple,grill,roast
cookingworld:test:53939,N,2,p8-t0583-arm_3-r02,environment_done,15,0,operation_to_ingredient_error,operation_on_nonrequired_or_completed_ingredient,15,cook red onion in barbeque,red onion,grill,
cookingworld:test:53984,N,2,p8-t0567-arm_3-r02,environment_done,17,0,premature_ingredient_consumption,ingredient_eaten_before_meal_completion,17,eat white onion,white onion,,
cookingworld:test:53326,N,2,p8-t0595-arm_3-r02,environment_done,11,0,operation_to_ingredient_error,wrong_operation_for_ingredient,11,cook yellow potato in barbeque,yellow potato,grill,fry
cookingworld:test:53163,N,2,p8-t0187-arm_3-r02,environment_done,4,0,operation_to_ingredient_error,wrong_operation_for_ingredient,4,cook red potato in oven,red potato,roast,grill
cookingworld:test:52306,R,2,p8-t0096-arm_4-r02,environment_done,10,0,operation_to_ingredient_error,wrong_operation_for_ingredient,10,cook red potato in barbeque,red potato,grill,roast
cookingworld:test:52217,H,2,p8-t0470-arm_2-r02,environment_done,11,0,operation_to_ingredient_error,wrong_operation_for_ingredient,11,cook red apple in barbeque,red apple,grill,roast
cookingworld:test:53872,D,2,p8-t0561-arm_1-r02,environment_done,14,0,operation_to_ingredient_error,wrong_operation_for_ingredient,14,cook red hot pepper in barbeque,red hot pepper,grill,fry
cookingworld:test:52184,N,2,p8-t0319-arm_3-r02,environment_done,10,0,operation_to_ingredient_error,wrong_operation_for_ingredient,10,cook pork chop in stove,pork chop,fry,grill
cookingworld:test:53124,H,2,p8-t0574-arm_2-r02,environment_done,14,0,operation_to_ingredient_error,wrong_operation_for_ingredient,14,cook chicken wing in barbeque,chicken wing,grill,fry
cookingworld:test:53792,R,2,p8-t0204-arm_4-r02,environment_done,11,0,operation_to_ingredient_error,wrong_operation_for_ingredient,11,cook pork chop in stove,pork chop,fry,grill
cookingworld:test:53018,R,2,p8-t0308-arm_4-r02,environment_done,8,0,operation_to_ingredient_error,wrong_operation_for_ingredient,8,cook pork chop in oven,pork chop,roast,grill
cookingworld:test:53388,N,2,p8-t0163-arm_3-r02,environment_done,12,0,operation_to_ingredient_error,wrong_operation_for_ingredient,12,cook yellow bell pepper in stove,yellow bell pepper,fry,grill
cookingworld:test:53643,H,2,p8-t0398-arm_2-r02,environment_done,15,0,operation_to_ingredient_error,wrong_operation_for_ingredient,15,cook block of cheese in barbeque,block of cheese,grill,fry
cookingworld:test:52195,N,2,p8-t0095-arm_3-r02,environment_done,10,0,operation_to_ingredient_error,wrong_operation_for_ingredient,10,cook orange bell pepper in barbeque,orange bell pepper,grill,roast
cookingworld:test:52928,N,2,p8-t0375-arm_3-r02,environment_done,9,0,operation_to_ingredient_error,wrong_operation_for_ingredient,9,cook red potato in barbeque,red potato,grill,roast
cookingworld:test:53487,R,2,p8-t0036-arm_4-r02,environment_done,11,0,operation_to_ingredient_error,wrong_operation_for_ingredient,11,cook pork chop in oven,pork chop,roast,grill
cookingworld:test:53753,N,2,p8-t0515-arm_3-r02,environment_done,12,0,operation_to_ingredient_error,wrong_operation_for_ingredient,12,cook carrot in stove,carrot,fry,grill
cookingworld:test:53365,N,2,p8-t0279-arm_3-r02,environment_done,11,1,operation_to_ingredient_error,wrong_operation_for_ingredient,11,cook pork chop in stove,pork chop,fry,grill
cookingworld:test:52937,N,2,p8-t0539-arm_3-r02,environment_done,7,0,operation_to_ingredient_error,wrong_operation_for_ingredient,7,cook pork chop in stove,pork chop,fry,grill
cookingworld:test:52487,D,2,p8-t0281-arm_1-r02,environment_done,10,0,operation_to_ingredient_error,wrong_operation_for_ingredient,10,cook orange bell pepper in barbeque,orange bell pepper,grill,roast
cookingworld:test:52054,D,2,p8-t0201-arm_1-r02,environment_done,14,0,operation_to_ingredient_error,wrong_operation_for_ingredient,14,cook block of cheese in barbeque,block of cheese,grill,fry
cookingworld:test:53495,N,2,p8-t0611-arm_3-r02,environment_done,9,0,operation_to_ingredient_error,wrong_operation_for_ingredient,9,cook white onion in stove,white onion,fry,grill
cookingworld:test:52411,N,2,p8-t0367-arm_3-r02,environment_done,10,0,operation_to_ingredient_error,wrong_operation_for_ingredient,10,cook orange bell pepper in stove,orange bell pepper,fry,grill
cookingworld:test:52207,R,2,p8-t0588-arm_4-r02,environment_done,10,0,operation_to_ingredient_error,wrong_operation_for_ingredient,10,cook red hot pepper in barbeque,red hot pepper,grill,fry
cookingworld:test:53327,D,2,p8-t0257-arm_1-r02,environment_done,12,0,operation_to_ingredient_error,wrong_operation_for_ingredient,12,cook pork chop in oven,pork chop,roast,grill
cookingworld:test:53376,R,2,p8-t0632-arm_4-r02,environment_done,26,0,premature_ingredient_consumption,ingredient_eaten_before_meal_completion,26,eat red apple,red apple,,
cookingworld:test:52601,N,2,p8-t0079-arm_3-r02,environment_done,5,0,operation_to_ingredient_error,wrong_operation_for_ingredient,5,cook red potato in oven,red potato,roast,grill
cookingworld:test:53288,N,2,p8-t0663-arm_3-r02,environment_done,15,0,operation_to_ingredient_error,wrong_operation_for_ingredient,15,cook white onion in barbeque,white onion,grill,fry
cookingworld:test:53194,D,2,p8-t0381-arm_1-r02,environment_done,6,0,operation_to_ingredient_error,wrong_operation_for_ingredient,6,cook red apple in oven,red apple,roast,grill
cookingworld:test:53132,H,2,p8-t0506-arm_2-r02,environment_done,11,0,operation_to_ingredient_error,wrong_operation_for_ingredient,11,cook yellow potato in barbeque,yellow potato,grill,roast
cookingworld:test:53835,N,2,p8-t0131-arm_3-r02,environment_done,11,0,operation_to_ingredient_error,wrong_operation_for_ingredient,11,cook white onion in stove,white onion,fry,grill
cookingworld:test:53005,N,2,p8-t0015-arm_3-r02,environment_done,9,0,operation_to_ingredient_error,wrong_operation_for_ingredient,9,cook chicken leg in barbeque,chicken leg,grill,roast
cookingworld:test:52474,D,2,p8-t0645-arm_1-r02,environment_done,9,0,operation_to_ingredient_error,wrong_operation_for_ingredient,9,cook carrot in barbeque,carrot,grill,fry
cookingworld:test:53077,N,2,p8-t0431-arm_3-r02,environment_done,10,0,operation_to_ingredient_error,wrong_operation_for_ingredient,10,cook red onion in oven,red onion,roast,grill
cookingworld:test:53698,R,2,p8-t0312-arm_4-r02,environment_done,10,0,operation_to_ingredient_error,wrong_operation_for_ingredient,10,cook red hot pepper in barbeque,red hot pepper,grill,fry
cookingworld:test:52773,D,2,p8-t0377-arm_1-r02,environment_done,14,0,operation_to_ingredient_error,wrong_operation_for_ingredient,14,cook red onion in barbeque,red onion,grill,roast
cookingworld:test:53133,D,2,p8-t0405-arm_1-r02,environment_done,13,0,operation_to_ingredient_error,wrong_operation_for_ingredient,13,cook white onion in barbeque,white onion,grill,fry
cookingworld:test:53208,N,2,p8-t0215-arm_3-r02,environment_done,13,0,operation_to_ingredient_error,wrong_operation_for_ingredient,13,cook block of cheese in barbeque,block of cheese,grill,fry
cookingworld:test:52989,D,2,p8-t0113-arm_1-r02,environment_done,6,0,operation_to_ingredient_error,wrong_operation_for_ingredient,6,cook orange bell pepper in barbeque,orange bell pepper,grill,roast
cookingworld:test:52275,D,2,p8-t0529-arm_1-r02,environment_done,11,0,operation_to_ingredient_error,wrong_operation_for_ingredient,11,cook yellow potato in barbeque,yellow potato,grill,roast
cookingworld:test:53804,N,2,p8-t0247-arm_3-r02,environment_done,11,0,operation_to_ingredient_error,wrong_operation_for_ingredient,11,cook carrot in stove,carrot,fry,grill
cookingworld:test:52844,H,2,p8-t0174-arm_2-r02,environment_done,11,0,operation_to_ingredient_error,wrong_operation_for_ingredient,11,cook carrot in oven,carrot,roast,grill
cookingworld:test:52854,R,2,p8-t0024-arm_4-r02,environment_done,11,0,operation_to_ingredient_error,wrong_operation_for_ingredient,11,cook red onion in oven,red onion,roast,grill
cookingworld:test:53173,N,2,p8-t0623-arm_3-r02,environment_done,10,0,operation_to_ingredient_error,wrong_operation_for_ingredient,10,cook pork chop in oven,pork chop,roast,grill
cookingworld:test:53001,N,2,p8-t0011-arm_3-r02,environment_done,10,0,operation_to_ingredient_error,wrong_operation_for_ingredient,10,cook chicken wing in barbeque,chicken wing,grill,fry
cookingworld:test:52774,H,2,p8-t0258-arm_2-r02,environment_done,10,0,operation_to_ingredient_error,wrong_operation_for_ingredient,10,cook yellow potato in barbeque,yellow potato,grill,fry
cookingworld:test:52759,N,2,p8-t0359-arm_3-r02,environment_done,13,0,operation_to_ingredient_error,operation_allocated_to_wrong_ingredient_role,13,cook carrot in stove,carrot,fry,grill
cookingworld:test:52093,N,2,p8-t0411-arm_3-r02,environment_done,9,0,operation_to_ingredient_error,wrong_operation_for_ingredient,9,cook red apple in barbeque,red apple,grill,fry
cookingworld:test:52083,N,2,p8-t0371-arm_3-r02,environment_done,12,0,premature_ingredient_consumption,ingredient_eaten_before_meal_completion,12,eat red hot pepper,red hot pepper,,
cookingworld:test:52707,N,2,p8-t0547-arm_3-r02,environment_done,17,0,operation_to_ingredient_error,wrong_operation_for_ingredient,17,cook yellow potato in barbeque,yellow potato,grill,roast
cookingworld:test:52556,D,2,p8-t0037-arm_1-r02,environment_done,14,0,operation_to_ingredient_error,wrong_operation_for_ingredient,14,cook white onion in barbeque,white onion,grill,fry
cookingworld:test:52331,N,2,p8-t0391-arm_3-r02,environment_done,7,0,operation_to_ingredient_error,wrong_operation_for_ingredient,7,cook pork chop in stove,pork chop,fry,grill
cookingworld:test:53993,D,2,p8-t0233-arm_1-r02,environment_done,16,0,operation_to_ingredient_error,wrong_operation_for_ingredient,16,cook orange bell pepper in barbeque,orange bell pepper,grill,fry
cookingworld:test:52450,D,2,p8-t0501-arm_1-r02,environment_done,11,0,operation_to_ingredient_error,wrong_operation_for_ingredient,11,cook carrot in barbeque,carrot,grill,fry
cookingworld:test:53216,D,2,p8-t0549-arm_1-r02,environment_done,11,0,operation_to_ingredient_error,wrong_operation_for_ingredient,11,cook red potato in barbeque,red potato,grill,roast
cookingworld:test:53420,N,2,p8-t0335-arm_3-r02,environment_done,11,1,operation_to_ingredient_error,wrong_operation_for_ingredient,11,cook chicken leg in barbeque,chicken leg,grill,roast
