target_id,condition,repetition,record_run_id,terminal_reason,step_count,invalid_action_count,failure_category,failure_subcategory,first_irreversible_step,first_irreversible_action,ingredient,observed_operation,expected_next_operation
cookingworld:test:52107,P,1,sup-t0149-arm_1-r01,environment_done,13,0,operation_to_ingredient_error,wrong_operation_for_ingredient,13,cook carrot in oven,carrot,roast,grill
cookingworld:test:52774,N2,1,sup-t0258-arm_3-r01,environment_done,10,0,operation_to_ingredient_error,wrong_operation_for_ingredient,10,cook yellow potato in barbeque,yellow potato,grill,fry
cookingworld:test:52079,N2,2,sup-t0523-arm_3-r02,environment_done,9,0,operation_to_ingredient_error,wrong_operation_for_ingredient,9,cook yellow potato in barbeque,yellow potato,grill,fry
cookingworld:test:53728,P,2,sup-t0128-arm_1-r02,environment_done,13,0,operation_to_ingredient_error,wrong_operation_for_ingredient,13,cook banana in barbeque,banana,grill,fry
cookingworld:test:52601,P,1,sup-t0079-arm_1-r01,environment_done,2,0,operation_to_ingredient_error,wrong_operation_for_ingredient,2,cook red potato in oven,red potato,roast,grill
cookingworld:test:54052,N2,1,sup-t0728-arm_3-r01,environment_done,19,0,premature_ingredient_consumption,ingredient_eaten_before_meal_completion,19,eat carrot,carrot,,
cookingworld:test:53905,N2,1,sup-t0099-arm_3-r01,environment_done,8,0,premature_ingredient_consumption,ingredient_eaten_before_meal_completion,8,eat block of cheese,block of cheese,,
cookingworld:test:52732,P,1,sup-t0022-arm_1-r01,environment_done,15,0,operation_to_ingredient_error,wrong_operation_for_ingredient,15,cook red potato in oven,red potato,roast,grill
cookingworld:test:53159,P,2,sup-t0438-arm_1-r02,environment_done,11,0,operation_to_ingredient_error,wrong_operation_for_ingredient,11,cook white onion in oven,white onion,roast,grill
cookingworld:test:54012,N2,2,sup-t0688-arm_3-r02,environment_done,14,0,operation_to_ingredient_error,wrong_operation_for_ingredient,14,cook purple potato in barbeque,purple potato,grill,roast
cookingworld:test:54111,P,2,sup-t0787-arm_1-r02,environment_done,10,0,operation_to_ingredient_error,wrong_operation_for_ingredient,10,cook red apple in stove,red apple,fry,grill
cookingworld:test:53664,R2,1,sup-t0054-arm_2-r01,environment_done,10,0,operation_to_ingredient_error,wrong_operation_for_ingredient,10,cook pork chop in stove,pork chop,fry,grill
cookingworld:test:52659,P,2,sup-t0608-arm_1-r02,environment_done,10,0,operation_to_ingredient_error,wrong_operation_for_ingredient,10,cook pork chop in stove,pork chop,fry,grill
cookingworld:test:53248,N2,1,sup-t0445-arm_3-r01,environment_done,10,0,operation_to_ingredient_error,wrong_operation_for_ingredient,10,cook pork chop in stove,pork chop,fry,grill
cookingworld:test:52948,N2,2,sup-t0117-arm_3-r02,environment_done,13,0,operation_to_ingredient_error,wrong_operation_for_ingredient,13,cook orange bell pepper in oven,orange bell pepper,roast,grill
cookingworld:test:52276,P,2,sup-t0168-arm_1-r02,environment_done,9,0,operation_to_ingredient_error,wrong_operation_for_ingredient,9,cook orange bell pepper in stove,orange bell pepper,fry,grill
cookingworld:test:53319,R2,1,sup-t0178-arm_2-r01,environment_done,5,0,operation_to_ingredient_error,wrong_operation_for_ingredient,5,cook red hot pepper in oven,red hot pepper,roast,grill
cookingworld:test:52603,P,2,sup-t0424-arm_1-r02,environment_done,11,0,operation_to_ingredient_error,wrong_operation_for_ingredient,11,cook yellow potato in barbeque,yellow potato,grill,fry
cookingworld:test:53516,P,2,sup-t0272-arm_1-r02,environment_done,8,0,operation_to_ingredient_error,wrong_operation_for_ingredient,8,cook chicken leg in barbeque,chicken leg,grill,roast
cookingworld:test:52681,N2,2,sup-t0179-arm_3-r02,environment_done,17,0,premature_ingredient_consumption,ingredient_eaten_before_meal_completion,17,eat orange bell pepper,orange bell pepper,,
cookingworld:test:53796,N2,1,sup-t0193-arm_3-r01,environment_done,7,0,premature_ingredient_consumption,ingredient_eaten_before_meal_completion,7,eat block of cheese,block of cheese,,
cookingworld:test:53324,N2,1,sup-t0596-arm_3-r01,environment_done,10,0,operation_to_ingredient_error,wrong_operation_for_ingredient,10,cook chicken wing in barbeque,chicken wing,grill,fry
cookingworld:test:53351,N2,2,sup-t0565-arm_3-r02,environment_done,12,0,operation_to_ingredient_error,wrong_operation_for_ingredient,12,cook yellow bell pepper in stove,yellow bell pepper,fry,grill
cookingworld:test:53585,R2,2,sup-t0139-arm_2-r02,environment_done,7,0,operation_to_ingredient_error,wrong_operation_for_ingredient,7,cook red onion in oven,red onion,roast,grill
cookingworld:test:52613,N2,2,sup-t0004-arm_3-r02,environment_done,14,0,operation_to_ingredient_error,wrong_operation_for_ingredient,14,cook red hot pepper in barbeque,red hot pepper,grill,fry
cookingworld:test:52594,N2,1,sup-t0116-arm_3-r01,environment_done,12,0,premature_ingredient_consumption,ingredient_eaten_before_meal_completion,12,eat red apple,red apple,,
cookingworld:test:54031,N2,1,sup-t0707-arm_3-r01,environment_done,14,1,operation_to_ingredient_error,wrong_operation_for_ingredient,14,cook carrot in stove,carrot,fry,grill
cookingworld:test:54099,N2,2,sup-t0775-arm_3-r02,environment_done,13,0,operation_to_ingredient_error,operation_on_nonrequired_or_completed_ingredient,13,cook red hot pepper in barbeque,red hot pepper,grill,
cookingworld:test:53836,N2,2,sup-t0577-arm_3-r02,environment_done,13,0,operation_to_ingredient_error,operation_on_nonrequired_or_completed_ingredient,13,chop red hot pepper,red hot pepper,chop,
cookingworld:test:52893,N2,2,sup-t0221-arm_3-r02,environment_done,4,0,operation_to_ingredient_error,wrong_operation_for_ingredient,4,cook red apple in stove,red apple,fry,grill
cookingworld:test:53661,N2,1,sup-t0002-arm_3-r01,environment_done,10,0,premature_ingredient_consumption,ingredient_eaten_before_meal_completion,10,eat block of cheese,block of cheese,,
cookingworld:test:54107,N2,2,sup-t0783-arm_3-r02,environment_done,2,0,operation_to_ingredient_error,wrong_operation_for_ingredient,2,cook red potato in stove,red potato,fry,grill
cookingworld:test:54112,N2,2,sup-t0788-arm_3-r02,environment_done,10,0,operation_to_ingredient_error,wrong_operation_for_ingredient,10,cook pork chop in stove,pork chop,fry,grill
cookingworld:test:54023,R2,1,sup-t0699-arm_2-r01,environment_done,12,0,operation_to_ingredient_error,wrong_operation_for_ingredient,12,cook white onion in barbeque,white onion,grill,fry
cookingworld:test:53208,R2,2,sup-t0215-arm_2-r02,environment_done,13,0,operation_to_ingredient_error,wrong_operation_for_ingredient,13,cook block of cheese in barbeque,block of cheese,grill,fry
cookingworld:test:52000,N2,1,sup-t0093-arm_3-r01,environment_done,6,0,operation_to_ingredient_error,wrong_operation_for_ingredient,6,cook red potato in stove,red potato,fry,grill
cookingworld:test:52041,P,1,sup-t0073-arm_1-r01,environment_done,12,0,operation_to_ingredient_error,wrong_operation_for_ingredient,12,cook red potato in barbeque,red potato,grill,roast
cookingworld:test:53782,N2,2,sup-t0428-arm_3-r02,environment_done,7,0,operation_to_ingredient_error,wrong_operation_for_ingredient,7,cook pork chop in stove,pork chop,fry,grill
cookingworld:test:52181,N2,1,sup-t0361-arm_3-r01,environment_done,8,0,operation_to_ingredient_error,wrong_operation_for_ingredient,8,cook yellow bell pepper in stove,yellow bell pepper,fry,grill
cookingworld:test:53067,P,1,sup-t0346-arm_1-r01,environment_done,10,0,operation_to_ingredient_error,wrong_operation_for_ingredient,10,cook red potato in oven,red potato,roast,grill
cookingworld:test:53539,N2,2,sup-t0600-arm_3-r02,environment_done,9,0,operation_to_ingredient_error,wrong_operation_for_ingredient,9,cook carrot in oven,carrot,roast,grill
cookingworld:test:52064,N2,2,sup-t0502-arm_3-r02,environment_done,12,0,operation_to_ingredient_error,wrong_operation_for_ingredient,12,cook red onion in barbeque,red onion,grill,roast
cookingworld:test:53771,R2,1,sup-t0480-arm_2-r01,environment_done,11,0,operation_to_ingredient_error,wrong_operation_for_ingredient,11,cook red onion in oven,red onion,roast,grill
cookingworld:test:52724,R2,1,sup-t0052-arm_2-r01,environment_done,17,0,operation_to_ingredient_error,wrong_operation_for_ingredient,17,cook yellow potato in barbeque,yellow potato,grill,roast
cookingworld:test:54076,N2,2,sup-t0752-arm_3-r02,environment_done,7,0,operation_to_ingredient_error,wrong_operation_for_ingredient,7,cook red onion in stove,red onion,fry,grill
cookingworld:test:53495,N2,1,sup-t0611-arm_3-r01,environment_done,10,0,operation_to_ingredient_error,wrong_operation_for_ingredient,10,cook white onion in stove,white onion,fry,grill
cookingworld:test:52338,N2,2,sup-t0504-arm_3-r02,environment_done,4,0,operation_to_ingredient_error,wrong_operation_for_ingredient,4,cook purple potato in stove,purple potato,fry,grill
cookingworld:test:52380,R2,2,sup-t0360-arm_2-r02,environment_done,10,0,operation_to_ingredient_error,wrong_operation_for_ingredient,10,cook orange bell pepper in oven,orange bell pepper,roast,grill
cookingworld:test:52503,R2,2,sup-t0250-arm_2-r02,environment_done,9,0,operation_to_ingredient_error,operation_on_nonrequired_or_completed_ingredient,9,slice banana,banana,slice,
cookingworld:test:52668,P,1,sup-t0652-arm_1-r01,environment_done,8,0,operation_to_ingredient_error,wrong_operation_for_ingredient,8,cook chicken leg in barbeque,chicken leg,grill,roast
cookingworld:test:53753,N2,1,sup-t0515-arm_3-r01,environment_done,9,0,operation_to_ingredient_error,wrong_operation_for_ingredient,9,cook carrot in stove,carrot,fry,grill
cookingworld:test:52184,N2,2,sup-t0319-arm_3-r02,environment_done,9,0,operation_to_ingredient_error,wrong_operation_for_ingredient,9,cook pork chop in stove,pork chop,fry,grill
cookingworld:test:52806,N2,1,sup-t0030-arm_3-r01,environment_done,7,0,operation_to_ingredient_error,wrong_operation_for_ingredient,7,cook pork chop in oven,pork chop,roast,grill
cookingworld:test:53665,R2,2,sup-t0402-arm_2-r02,environment_done,17,0,operation_to_ingredient_error,operation_on_nonrequired_or_completed_ingredient,17,chop banana,banana,chop,
cookingworld:test:52325,N2,1,sup-t0421-arm_3-r01,environment_done,12,0,premature_ingredient_consumption,ingredient_eaten_before_meal_completion,12,eat block of cheese,block of cheese,,
cookingworld:test:53539,P,1,sup-t0600-arm_1-r01,environment_done,10,0,operation_to_ingredient_error,wrong_operation_for_ingredient,10,cook carrot in stove,carrot,fry,grill
cookingworld:test:53499,P,1,sup-t0534-arm_1-r01,environment_done,10,0,operation_to_ingredient_error,wrong_operation_for_ingredient,10,cook red potato in stove,red potato,fry,grill
cookingworld:test:54023,N2,1,sup-t0699-arm_3-r01,environment_done,17,0,operation_to_ingredient_error,wrong_operation_for_ingredient,17,cook white onion in barbeque,white onion,grill,fry
cookingworld:test:53447,N2,2,sup-t0049-arm_3-r02,environment_done,10,0,operation_to_ingredient_error,wrong_operation_for_ingredient,10,cook white onion in stove,white onion,fry,grill
cookingworld:test:52129,N2,1,sup-t0188-arm_3-r01,environment_done,9,0,premature_ingredient_consumption,ingredient_eaten_before_meal_completion,9,eat block of cheese,block of cheese,,
cookingworld:test:53087,N2,2,sup-t0576-arm_3-r02,environment_done,48,0,premature_ingredient_consumption,ingredient_eaten_before_meal_completion,48,eat yellow bell pepper,yellow bell pepper,,
cookingworld:test:54082,P,2,sup-t0758-arm_1-r02,environment_done,20,0,operation_to_ingredient_error,wrong_operation_for_ingredient,20,cook purple potato in barbeque,purple potato,grill,roast
cookingworld:test:54009,P,2,sup-t0685-arm_1-r02,environment_done,15,0,operation_to_ingredient_error,wrong_operation_for_ingredient,15,cook yellow potato in barbeque,yellow potato,grill,roast
cookingworld:test:54107,N2,1,sup-t0783-arm_3-r01,environment_done,7,0,operation_to_ingredient_error,wrong_operation_for_ingredient,7,cook red potato in stove,red potato,fry,grill
cookingworld:test:52068,N2,1,sup-t0331-arm_3-r01,environment_done,11,0,operation_to_ingredient_error,wrong_operation_for_ingredient,11,cook pork chop in stove,pork chop,fry,grill
cookingworld:test:54088,N2,2,sup-t0764-arm_3-r02,environment_done,8,0,premature_ingredient_consumption,ingredient_eaten_before_meal_completion,8,eat block of cheese,block of cheese,,
cookingworld:test:53753,P,2,sup-t0515-arm_1-r02,environment_done,11,0,operation_to_ingredient_error,wrong_operation_for_ingredient,11,cook carrot in oven,carrot,roast,grill
cookingworld:test:53377,R2,1,sup-t0396-arm_2-r01,environment_done,15,0,operation_to_ingredient_error,wrong_operation_for_ingredient,15,cook red onion in barbeque,red onion,grill,roast
cookingworld:test:53804,R2,1,sup-t0247-arm_2-r01,environment_done,18,0,operation_to_ingredient_error,wrong_operation_for_ingredient,18,cook red apple in barbeque,red apple,grill,roast
cookingworld:test:53722,N2,2,sup-t0512-arm_3-r02,environment_done,10,0,premature_ingredient_consumption,ingredient_eaten_before_meal_completion,10,eat block of cheese,block of cheese,,
cookingworld:test:53628,N2,1,sup-t0476-arm_3-r01,environment_done,8,0,operation_to_ingredient_error,wrong_operation_for_ingredient,8,cook red apple in oven,red apple,roast,grill
cookingworld:test:53468,N2,2,sup-t0055-arm_3-r02,environment_done,12,0,operation_to_ingredient_error,wrong_operation_for_ingredient,12,cook red hot pepper in stove,red hot pepper,fry,grill
cookingworld:test:53186,R2,1,sup-t0437-arm_2-r01,environment_done,14,0,operation_to_ingredient_error,wrong_operation_for_ingredient,14,cook orange bell pepper in barbeque,orange bell pepper,grill,roast
cookingworld:test:52063,N2,2,sup-t0042-arm_3-r02,environment_done,6,0,operation_to_ingredient_error,wrong_operation_for_ingredient,6,cook orange bell pepper in oven,orange bell pepper,roast,grill
cookingworld:test:53728,N2,2,sup-t0128-arm_3-r02,environment_done,19,1,operation_to_ingredient_error,wrong_operation_for_ingredient,19,cook banana in barbeque,banana,grill,fry
cookingworld:test:53708,N2,2,sup-t0185-arm_3-r02,environment_done,13,0,premature_ingredient_consumption,ingredient_eaten_before_meal_completion,13,eat orange bell pepper,orange bell pepper,,
cookingworld:test:53571,N2,1,sup-t0487-arm_3-r01,environment_done,19,0,operation_to_ingredient_error,wrong_operation_for_ingredient,19,cook white onion in stove,white onion,fry,grill
cookingworld:test:53501,R2,2,sup-t0651-arm_2-r02,environment_done,9,0,operation_to_ingredient_error,wrong_operation_for_ingredient,9,cook red apple in barbeque,red apple,grill,roast
cookingworld:test:53101,N2,2,sup-t0555-arm_3-r02,environment_done,11,0,premature_ingredient_consumption,ingredient_eaten_before_meal_completion,11,eat red hot pepper,red hot pepper,,
cookingworld:test:53598,N2,2,sup-t0511-arm_3-r02,environment_done,14,0,operation_to_ingredient_error,wrong_operation_for_ingredient,14,cook purple potato in stove,purple potato,fry,grill
cookingworld:test:53317,N2,2,sup-t0344-arm_3-r02,environment_done,5,0,operation_to_ingredient_error,wrong_operation_for_ingredient,5,cook purple potato in oven,purple potato,roast,grill
cookingworld:test:53326,N2,2,sup-t0595-arm_3-r02,environment_done,11,0,operation_to_ingredient_error,wrong_operation_for_ingredient,11,cook yellow potato in barbeque,yellow potato,grill,fry
cookingworld:test:53994,N2,1,sup-t0450-arm_3-r01,environment_done,5,0,operation_to_ingredient_error,wrong_operation_for_ingredient,5,cook purple potato in stove,purple potato,fry,grill
cookingworld:test:53260,P,1,sup-t0545-arm_1-r01,environment_done,13,0,operation_to_ingredient_error,wrong_operation_for_ingredient,13,cook yellow potato in barbeque,yellow potato,grill,roast
cookingworld:test:54053,N2,1,sup-t0729-arm_3-r01,environment_done,15,0,operation_to_ingredient_error,wrong_operation_for_ingredient,15,cook red potato in barbeque,red potato,grill,roast
cookingworld:test:54093,N2,1,sup-t0769-arm_3-r01,environment_done,8,0,operation_to_ingredient_error,wrong_operation_for_ingredient,8,cook pork chop in stove,pork chop,fry,grill
cookingworld:test:53319,N2,2,sup-t0178-arm_3-r02,environment_done,3,0,operation_to_ingredient_error,wrong_operation_for_ingredient,3,cook red hot pepper in oven,red hot pepper,roast,grill
cookingworld:test:52965,P,2,sup-t0039-arm_1-r02,environment_done,10,0,operation_to_ingredient_error,wrong_operation_for_ingredient,10,cook carrot in oven,carrot,roast,grill
cookingworld:test:53326,N2,1,sup-t0595-arm_3-r01,environment_done,13,0,operation_to_ingredient_error,wrong_operation_for_ingredient,13,cook yellow potato in barbeque,yellow potato,grill,fry
cookingworld:test:53005,R2,2,sup-t0015-arm_2-r02,environment_done,14,0,operation_to_ingredient_error,wrong_operation_for_ingredient,14,cook red apple in barbeque,red apple,grill,roast
